DayOfWeek,Origin_Airport,Scheduled_Departure,Departure_Time,Dep_Delay,Scheduled_Arrival,Arrival_Time,Arrival_Delay,Arr_Del_morethan15,Cancelled,Diverted,Distance,Carrier_Delay,WeatherDelay,NAS_Delay,Security_Delay,Late_Aircraft_Delay,Top_Carriers
6,LAX,1050,1051,17.0,1335,1322,-13.0,0,0,0,2504.0,0.0,6.0,0.0,0,0,1
7,LAX,1050,1151,61.0,1335,1421,46.0,1,0,0,2504.0,29.0,12.0,0.0,0,0,1
1,LAX,1050,1107,17.0,1335,1335,0.0,0,0,0,2504.0,13.0,22.0,,0,0,1
2,LAX,1050,1153,63.0,1335,1415,40.0,1,0,0,2504.0,23.0,33.0,0.0,0,13,1
3,LAX,1050,1158,68.0,1335,1424,49.0,1,0,0,2504.0,25.0,15.0,0.0,0,49,1
4,LAX,1050,1053,3.0,1335,1323,-12.0,0,0,0,2504.0,0.0,10.0,0.0,0,0,1
5,,1050,1113,34.0,1335,1340,5.0,0,0,0,2504.0,6.0,13.0,0.0,0,0,1
6,LAX,1050,1049,27.0,1335,1349,14.0,0,0,0,2504.0,1.0,26.0,0.0,0,0,1
7,LAX,1050,1124,34.0,1335,1411,36.0,1,0,0,2504.0,11.0,29.0,2.0,0,0,1
1,LAX,1050,1147,57.0,1335,1408,33.0,1,0,0,2504.0,25.0,35.0,0.0,0,0,1
2,LAX,1050,1058,8.0,1335,1325,-10.0,0,0,0,2504.0,1.0,25.0,0.0,0,0,1
3,LAX,1050,1106,16.0,1335,1318,-17.0,0,0,0,2504.0,7.0,23.0,0.0,0,0,1
4,LAX,1050,1050,0.0,1335,1312,-23.0,0,0,0,2504.0,5.0,14.0,0.0,0,0,1
5,LAX,1050,1052,12.0,1335,1312,-23.0,0,0,0,2504.0,0.0,16.0,0.0,0,0,1
6,LAX,1050,1116,37.0,1335,1353,18.0,1,0,0,2504.0,22.0,23.0,0.0,0,0,1
7,LAX,1050,1110,20.0,1335,1330,-5.0,0,0,0,2504.0,13.0,6.0,0.0,0,0,1
5,DFW,2035,2239,138.0,30,221,,1,0,0,1121.0,51.0,0.0,9.0,0,78,1
6,DFW,2035,2240,152.0,30,210,100.0,1,0,0,1121.0,58.0,0.0,44.0,0,0,1
7,DFW,2035,2134,59.0,30,125,55.0,1,0,0,1121.0,26.0,0.0,41.0,0,0,1
1,DFW,2035,2030,-5.0,30,19,-11.0,0,0,0,1121.0,0.0,0.0,13.0,0,0,1
2,DFW,2035,2219,104.0,30,156,86.0,1,0,0,1121.0,44.0,0.0,33.0,0,86,1
3,DFW,2035,2030,-5.0,30,18,-12.0,0,0,0,1121.0,0.0,0.0,18.0,0,0,1
4,DFW,2035,2030,-5.0,30,12,-18.0,0,0,0,1121.0,1.0,0.0,49.0,0,0,1
5,DFW,2035,2036,16.0,30,8,-22.0,0,0,0,1121.0,12.0,0.0,8.0,0,0,1
6,DFW,2035,2226,126.0,30,214,104.0,1,0,0,,31.0,27.0,41.0,0,77,1
7,DFW,2045,2042,-3.0,38,28,-10.0,0,0,0,1121.0,1.0,0.0,28.0,0,0,1
1,DFW,2035,2032,,30,17,-13.0,0,0,0,1121.0,0.0,0.0,17.0,0,0,1
2,DFW,2035,2032,-3.0,30,16,-14.0,0,0,0,-103.0,3.0,0.0,12.0,0,0,1
3,DFW,2035,2100,25.0,30,36,6.0,0,0,0,1121.0,0.0,0.0,33.0,0,0,1
4,DFW,2035,2227,112.0,30,207,97.0,1,0,0,1121.0,41.0,0.0,26.0,0,96,1
5,DFW,2035,2045,25.0,30,24,-6.0,0,0,0,1121.0,5.0,0.0,28.0,0,0,1
6,DFW,2035,2033,23.0,30,10,-20.0,0,0,0,1121.0,10.0,0.0,41.0,0,0,1
7,DFW,2045,2045,0.0,38,29,-9.0,0,0,0,1121.0,0.0,0.0,36.0,0,0,1
1,DFW,2035,2147,72.0,30,129,59.0,1,0,0,1121.0,20.0,0.0,45.0,0,59,1
2,DFW,2035,2032,-3.0,30,14,-16.0,0,0,0,1121.0,4.0,0.0,22.0,0,0,1
3,DFW,2035,2034,,30,26,-4.0,0,0,0,1121.0,0.0,0.0,47.0,0,0,1
4,DFW,2035,2037,2.0,30,25,-5.0,0,0,0,1121.0,0.0,0.0,23.0,0,0,1
5,DFW,2035,2037,14.0,30,30,0.0,0,0,0,1121.0,6.0,0.0,25.0,0,0,1
6,DFW,2035,2038,15.0,30,37,7.0,0,0,0,1121.0,12.0,,8.0,0,0,1
7,DFW,2045,2054,9.0,38,30,-8.0,0,0,0,1121.0,0.0,,18.0,0,0,1
1,DFW,2035,2040,5.0,30,28,-2.0,0,0,0,1121.0,2.0,0.0,43.0,0,0,1
2,DFW,2035,2201,86.0,30,144,74.0,1,0,0,1121.0,28.0,0.0,39.0,0,58,1
3,DFW,2035,2323,168.0,30,309,159.0,1,0,0,1121.0,57.0,0.0,35.0,0,154,1
4,DFW,2035,2058,23.0,30,38,8.0,0,0,0,1121.0,19.0,0.0,13.0,0,0,1
5,DFW,2035,2109,47.0,30,47,17.0,1,0,0,1121.0,19.0,0.0,14.0,0,17,1
6,DFW,2035,2056,36.0,30,30,0.0,0,0,0,,14.0,0.0,47.0,0,0,1
7,DFW,2045,1115,870.0,38,1502,864.0,1,0,0,1121.0,307.0,0.0,31.0,0,652,1
5,IAH,945,943,10.0,1317,1320,3.0,0,0,0,964.0,6.0,0.0,0.0,0,0,1
6,IAH,945,942,18.0,1317,1317,0.0,0,0,0,964.0,0.0,,0.0,0,0,1
7,,945,943,-2.0,1317,1312,-5.0,0,0,0,964.0,11.0,0.0,0.0,0,0,1
1,IAH,945,941,-4.0,1317,1310,-7.0,0,1,0,964.0,0.0,0.0,0.0,0,0,1
2,IAH,945,941,-4.0,1317,1305,-12.0,0,0,0,964.0,7.0,0.0,0.0,0,0,1
3,IAH,945,943,-2.0,1317,1309,-8.0,0,0,0,964.0,2.0,0.0,0.0,0,0,1
4,IAH,945,939,-6.0,1317,1303,-14.0,0,0,0,964.0,0.0,0.0,0.0,0,0,1
5,,945,943,10.0,1317,1306,-11.0,0,0,0,964.0,2.0,0.0,0.0,0,0,1
6,IAH,945,940,10.0,1317,1306,-11.0,0,0,0,964.0,17.0,0.0,0.0,0,0,1
7,IAH,945,945,0.0,1317,1315,,0,0,0,964.0,3.0,0.0,0.0,0,0,1
1,IAH,945,939,-6.0,1317,1309,-8.0,0,0,0,964.0,0.0,0.0,0.0,0,0,1
2,IAH,945,941,-4.0,1317,1301,-16.0,0,0,0,964.0,0.0,,0.0,0,0,1
3,IAH,945,946,1.0,1317,1309,-8.0,0,0,0,,0.0,0.0,0.0,0,0,1
4,IAH,945,942,-3.0,1317,1313,-4.0,0,0,0,964.0,0.0,0.0,0.0,0,0,1
5,IAH,945,944,28.0,1317,1313,-4.0,0,0,0,964.0,5.0,,0.0,0,0,1
6,IAH,945,950,23.0,1317,1334,17.0,1,0,0,964.0,11.0,0.0,12.0,0,0,1
7,IAH,945,940,-5.0,1317,1305,-12.0,0,0,0,964.0,0.0,0.0,0.0,0,0,1
1,IAH,945,938,-7.0,1317,1301,-16.0,0,0,0,964.0,3.0,0.0,0.0,0,0,1
2,IAH,945,938,-7.0,1317,1311,-6.0,0,0,0,964.0,2.0,0.0,0.0,0,0,1
3,IAH,945,943,-2.0,1317,1308,-9.0,0,0,0,964.0,0.0,0.0,0.0,0,0,1
4,,945,941,-4.0,1317,1318,1.0,0,0,0,964.0,2.0,0.0,0.0,0,0,1
5,IAH,945,943,22.0,1317,1305,-12.0,0,0,0,,11.0,0.0,0.0,0,0,1
6,IAH,945,939,12.0,1317,1308,-9.0,0,0,0,964.0,0.0,0.0,0.0,0,0,1
7,IAH,945,942,-3.0,1317,1327,10.0,0,0,0,964.0,8.0,0.0,0.0,0,0,1
1,IAH,945,941,,1317,1315,-2.0,0,0,0,964.0,0.0,0.0,0.0,0,0,1
2,IAH,945,942,-3.0,1317,1316,-1.0,0,0,0,964.0,0.0,0.0,0.0,0,0,1
3,IAH,945,1016,31.0,1317,1417,,1,0,0,964.0,14.0,0.0,29.0,0,30,1
4,IAH,945,944,,1317,1308,-9.0,0,0,0,964.0,0.0,0.0,0.0,0,0,1
5,IAH,945,940,9.0,1317,1317,,0,0,0,964.0,7.0,0.0,,0,0,1
6,IAH,945,942,22.0,1317,1310,-7.0,0,0,0,,0.0,0.0,0.0,0,0,1
7,IAH,945,1004,19.0,1317,1320,3.0,0,0,0,964.0,3.0,0.0,0.0,0,0,1
6,JFK,1540,1558,30.0,1911,1915,,0,0,0,1089.0,15.0,0.0,0.0,0,0,1
7,JFK,1540,1539,-1.0,1910,1844,-26.0,0,0,0,1089.0,0.0,0.0,0.0,0,0,1
1,JFK,1540,1601,21.0,1910,1902,-8.0,0,0,0,1089.0,11.0,0.0,,0,0,1
2,,1540,1541,1.0,1910,1841,-29.0,0,0,0,1089.0,1.0,,0.0,0,0,1
3,JFK,1540,1537,-3.0,1910,1917,7.0,0,0,0,1089.0,5.0,0.0,0.0,0,0,1
4,JFK,1540,1609,29.0,1910,2053,103.0,1,0,0,1089.0,11.0,0.0,74.0,0,0,1
5,JFK,1540,1542,20.0,1910,2022,72.0,1,0,0,1089.0,14.0,0.0,70.0,0,0,1
6,JFK,1540,1542,28.0,1911,1922,11.0,0,0,0,1089.0,5.0,0.0,0.0,0,0,1
7,JFK,1540,1539,-1.0,1910,1905,-5.0,0,0,0,1089.0,0.0,0.0,0.0,0,0,1
1,JFK,1540,1625,45.0,1910,1939,29.0,1,0,0,1089.0,13.0,0.0,,0,0,1
2,JFK,1540,1550,10.0,1910,1905,-5.0,0,0,0,1089.0,5.0,0.0,0.0,0,0,1
3,JFK,1540,1537,-3.0,1910,1910,0.0,0,0,0,1089.0,0.0,0.0,0.0,0,0,1
4,JFK,1540,1537,-3.0,1910,1958,48.0,1,0,0,1089.0,0.0,0.0,48.0,0,0,1
5,JFK,1540,1559,31.0,1910,1921,,0,0,0,1089.0,7.0,0.0,0.0,0,0,1
6,JFK,1540,1549,25.0,1911,1858,-13.0,0,0,0,1089.0,6.0,0.0,0.0,0,0,1
7,JFK,1540,1633,53.0,1910,1943,33.0,1,0,0,,18.0,0.0,0.0,0,0,1
1,JFK,1540,1544,4.0,1910,1846,-24.0,0,0,0,1089.0,0.0,0.0,0.0,0,0,1
2,JFK,1540,1606,26.0,1910,1958,48.0,1,0,0,,0.0,0.0,22.0,0,0,1
3,JFK,1540,1538,-2.0,1910,1851,,0,0,0,1089.0,0.0,0.0,0.0,0,0,1
4,JFK,1540,1807,147.0,1910,2102,112.0,1,0,0,1089.0,38.0,0.0,0.0,0,0,1
5,JFK,1540,1636,72.0,1910,1941,31.0,1,0,0,1089.0,24.0,0.0,0.0,0,9,1
6,JFK,1540,1536,11.0,1911,1845,-26.0,0,0,0,1089.0,2.0,,0.0,0,0,1
7,,1540,1539,-1.0,1910,1917,7.0,0,0,0,1089.0,2.0,0.0,0.0,0,0,1
1,JFK,1540,1545,5.0,1910,1843,,0,0,0,1089.0,0.0,0.0,0.0,0,0,1
2,JFK,1540,1837,177.0,1910,2210,180.0,1,0,0,1089.0,70.0,0.0,3.0,0,6,1
3,JFK,1540,1554,14.0,1910,1951,41.0,1,0,0,,9.0,0.0,,0,0,1
4,JFK,1540,1540,0.0,1910,1912,2.0,0,0,0,1089.0,0.0,,0.0,0,0,1
5,JFK,1540,1545,34.0,1910,1849,-21.0,0,0,0,1089.0,10.0,0.0,0.0,0,0,1
6,JFK,1540,1738,135.0,1911,2213,182.0,1,0,0,1089.0,55.0,0.0,64.0,0,118,1
7,JFK,1540,1719,99.0,1910,2100,110.0,1,0,0,1089.0,31.0,0.0,11.0,0,0,1
5,SFO,715,707,5.0,1600,1627,27.0,1,0,0,2586.0,1.0,19.0,27.0,0,0,1
1,SFO,715,707,-8.0,1600,1520,-40.0,0,1,0,2586.0,4.0,12.0,0.0,0,0,1
2,SFO,715,709,-6.0,1600,1521,-39.0,0,0,0,2586.0,0.0,39.0,0.0,0,0,1
3,SFO,715,706,-9.0,1600,1543,-17.0,0,0,0,,2.0,0.0,0.0,0,0,1
4,SFO,715,715,0.0,1600,1559,-1.0,0,0,0,2586.0,0.0,34.0,0.0,0,0,1
5,SFO,715,712,21.0,1600,1632,,1,0,0,2586.0,0.0,13.0,32.0,0,0,1
6,SFO,715,704,4.0,1600,1534,,0,0,0,2586.0,8.0,34.0,0.0,0,0,1
7,SFO,715,711,-4.0,1600,1528,-32.0,0,0,0,2586.0,1.0,23.0,0.0,0,0,1
1,SFO,715,711,-4.0,1600,1538,-22.0,0,0,0,2586.0,1.0,33.0,0.0,0,0,1
2,SFO,715,706,-9.0,1600,1538,-22.0,0,0,0,2586.0,0.0,6.0,0.0,0,0,1
3,SFO,715,711,,1600,1512,-48.0,0,0,0,2586.0,,32.0,0.0,0,0,1
4,SFO,715,712,-3.0,1600,1615,15.0,1,0,0,2586.0,0.0,12.0,15.0,0,0,1
5,SFO,715,711,21.0,1600,1543,-17.0,0,0,0,2586.0,13.0,29.0,0.0,0,0,1
6,SFO,715,708,7.0,1600,1522,-38.0,0,0,0,2586.0,4.0,14.0,,0,0,1
7,SFO,715,710,-5.0,1600,1540,-20.0,0,0,0,2586.0,0.0,26.0,0.0,0,0,1
1,SFO,715,706,-9.0,1600,1550,-10.0,0,0,0,2586.0,0.0,39.0,0.0,0,0,1
2,SFO,715,707,-8.0,1600,1527,-33.0,0,0,0,2586.0,5.0,28.0,0.0,0,0,1
3,SFO,715,708,-7.0,1600,1536,-24.0,0,0,0,2586.0,1.0,30.0,0.0,0,0,1
4,SFO,715,715,0.0,1600,1611,,0,0,0,2586.0,0.0,35.0,0.0,0,0,1
5,SFO,715,708,14.0,1600,1552,-8.0,0,0,0,2586.0,0.0,27.0,0.0,0,0,1
6,SFO,715,704,12.0,1600,1545,-15.0,0,0,0,2586.0,7.0,6.0,0.0,0,0,1
7,SFO,715,710,-5.0,1600,1549,-11.0,0,0,0,2586.0,0.0,37.0,0.0,0,0,1
1,SFO,715,708,,1600,1611,11.0,0,0,0,2586.0,0.0,28.0,0.0,0,0,1
3,SFO,715,707,-8.0,1600,1540,-20.0,0,0,0,2586.0,0.0,16.0,0.0,0,0,1
4,SFO,715,710,-5.0,1600,1544,-16.0,0,0,0,2586.0,5.0,13.0,0.0,0,0,1
5,SFO,715,731,31.0,1600,1734,94.0,1,0,0,,15.0,0.0,78.0,0,0,1
6,SFO,715,710,7.0,1600,1608,8.0,0,0,0,2586.0,4.0,7.0,0.0,0,0,1
7,SFO,715,707,-8.0,1600,1601,,0,0,0,2586.0,0.0,27.0,0.0,0,0,1
5,JFK,1700,1748,76.0,2051,2300,129.0,1,0,0,2586.0,36.0,28.0,81.0,0,17,1
6,JFK,1700,1750,69.0,2051,2114,23.0,1,0,0,2586.0,29.0,37.0,0.0,0,0,1
7,JFK,1700,1702,2.0,2051,2002,-49.0,0,0,0,2586.0,0.0,34.0,0.0,0,0,1
1,JFK,1700,1655,-5.0,2051,2014,-37.0,0,0,0,2586.0,0.0,6.0,0.0,0,0,1
2,JFK,1700,1651,-9.0,2051,1953,-58.0,0,0,0,,0.0,,0.0,0,0,1
3,JFK,1700,1659,-1.0,2051,2034,-17.0,0,0,0,2586.0,0.0,26.0,0.0,0,0,1
4,JFK,1700,1920,140.0,2051,2309,138.0,1,0,0,2586.0,60.0,15.0,138.0,0,0,1
5,JFK,1700,1721,37.0,2051,2121,30.0,1,0,0,2586.0,11.0,16.0,9.0,0,21,1
6,JFK,1700,1653,15.0,2051,2043,-8.0,0,0,0,2586.0,0.0,23.0,0.0,0,0,1
7,JFK,1700,1655,-5.0,2051,2007,-44.0,0,0,0,,6.0,0.0,0.0,0,0,1
1,JFK,1700,1654,-6.0,2051,2014,,0,0,0,2586.0,0.0,24.0,0.0,0,0,1
2,JFK,1700,1657,-3.0,2051,2021,-30.0,0,0,0,2586.0,3.0,13.0,0.0,0,0,1
3,JFK,1700,1654,-6.0,2051,2040,-11.0,0,0,0,2586.0,1.0,22.0,0.0,0,0,1
5,JFK,1700,1739,49.0,2051,2102,11.0,0,0,0,2586.0,17.0,22.0,0.0,0,0,1
6,JFK,1700,1800,70.0,2051,2149,58.0,1,0,0,2586.0,20.0,89.0,0.0,0,0,1
7,JFK,1700,1654,-6.0,2051,2008,-43.0,0,0,0,2586.0,0.0,17.0,0.0,0,0,1
1,JFK,1700,1658,-2.0,2051,2158,67.0,1,0,0,,0.0,0.0,67.0,0,0,1
2,JFK,1700,1702,2.0,2051,2045,-6.0,0,0,0,2586.0,1.0,12.0,0.0,0,0,1
3,JFK,1700,1657,-3.0,2051,2038,-13.0,0,0,0,2586.0,3.0,27.0,0.0,0,0,1
4,JFK,1700,1708,8.0,2051,2008,-43.0,0,0,0,2586.0,11.0,17.0,0.0,0,0,1
5,JFK,1700,1701,27.0,2051,2051,0.0,0,0,0,2586.0,4.0,11.0,0.0,0,0,1
6,JFK,1700,1659,12.0,2051,2047,-4.0,0,0,0,2586.0,3.0,6.0,0.0,0,0,1
7,JFK,1700,1656,-4.0,2051,2001,-50.0,0,0,0,2586.0,0.0,7.0,0.0,0,0,1
1,JFK,1700,2043,223.0,2051,42,231.0,1,0,0,2586.0,79.0,249.0,8.0,0,1,1
2,JFK,1700,1655,-5.0,2051,2027,-24.0,0,0,0,2586.0,0.0,11.0,0.0,0,0,1
3,JFK,1700,1801,61.0,2051,2204,73.0,1,0,0,,17.0,0.0,59.0,0,0,1
4,JFK,1700,1704,4.0,2051,2101,10.0,0,0,0,2586.0,0.0,8.0,0.0,0,0,1
5,JFK,1700,1753,76.0,2051,2139,48.0,1,0,0,2586.0,19.0,12.0,0.0,0,0,1
6,JFK,1700,1716,31.0,2051,2126,35.0,1,0,0,2586.0,8.0,36.0,35.0,0,0,1
7,JFK,1700,1658,-2.0,2051,2043,-8.0,0,0,0,2586.0,8.0,23.0,0.0,0,0,1
5,LAX,1100,1124,47.0,1907,1936,29.0,1,0,0,2342.0,18.0,16.0,5.0,0,0,1
6,LAX,1100,1059,23.0,1907,1905,-2.0,0,0,0,2342.0,8.0,14.0,0.0,0,0,1
7,LAX,1100,1117,17.0,1907,1923,16.0,1,0,0,2342.0,13.0,18.0,0.0,0,0,1
1,LAX,1100,1107,7.0,1907,1926,19.0,1,0,0,2342.0,4.0,31.0,12.0,0,0,1
2,LAX,1100,1128,28.0,1907,1915,8.0,0,0,0,2342.0,12.0,25.0,0.0,0,0,1
3,LAX,1100,1102,2.0,1907,1906,-1.0,0,0,0,2342.0,0.0,24.0,0.0,0,0,1
4,LAX,1100,1059,-1.0,1907,1848,-19.0,0,0,0,2342.0,0.0,8.0,0.0,0,0,1
5,LAX,1100,1100,10.0,1907,1927,20.0,1,0,0,2342.0,0.0,23.0,20.0,0,0,1
6,LAX,1100,1104,33.0,1907,1903,-4.0,0,0,0,2342.0,9.0,33.0,0.0,0,0,1
7,LAX,1100,1109,,1907,1927,20.0,1,0,0,2342.0,9.0,11.0,11.0,0,0,1
1,LAX,1100,1100,,1907,1852,-15.0,0,0,0,2342.0,0.0,37.0,0.0,0,0,1
2,LAX,1100,1114,14.0,1907,1921,14.0,0,0,0,2342.0,3.0,12.0,0.0,0,0,1
3,LAX,1100,1100,0.0,1907,1910,3.0,0,0,0,2342.0,2.0,15.0,0.0,0,0,1
4,LAX,1100,1104,4.0,1907,2033,86.0,1,0,0,2342.0,1.0,37.0,82.0,0,0,1
5,LAX,1100,1100,25.0,1907,1915,8.0,0,0,0,2342.0,7.0,29.0,0.0,0,0,1
6,LAX,1100,1101,14.0,1907,1917,10.0,0,0,0,2342.0,0.0,37.0,0.0,0,0,1
7,LAX,1100,1103,3.0,1907,1914,7.0,0,0,0,2342.0,3.0,30.0,0.0,0,0,1
1,LAX,1100,1100,0.0,1907,1951,44.0,1,0,0,2342.0,0.0,15.0,44.0,0,0,1
2,LAX,1100,1101,1.0,1907,1908,1.0,0,0,0,2342.0,2.0,34.0,0.0,0,0,1
3,LAX,1100,1058,-2.0,1907,1913,6.0,0,0,0,2342.0,0.0,37.0,0.0,0,0,1
4,LAX,1100,1056,-4.0,1907,1915,8.0,0,0,0,2342.0,0.0,14.0,0.0,0,0,1
5,LAX,1100,1117,28.0,1907,1929,22.0,1,0,0,2342.0,14.0,33.0,5.0,0,0,1
6,LAX,1100,1102,12.0,1907,1919,12.0,0,0,0,2342.0,7.0,29.0,0.0,0,0,1
7,LAX,1100,1145,45.0,1907,2006,59.0,1,0,0,2342.0,15.0,36.0,14.0,0,0,1
1,LAX,1100,1111,,1907,1920,13.0,0,0,0,2342.0,0.0,8.0,,0,0,1
2,LAX,1100,1058,-2.0,1907,1922,15.0,1,0,0,2342.0,4.0,38.0,15.0,0,0,1
3,LAX,1100,1211,71.0,1907,2005,58.0,1,0,0,2342.0,18.0,26.0,0.0,0,0,1
4,LAX,1100,1059,-1.0,1907,1925,18.0,1,0,0,2342.0,0.0,17.0,,0,0,1
5,,1100,1110,32.0,1907,1910,3.0,0,0,0,2342.0,10.0,10.0,0.0,0,0,1
6,,1100,1102,27.0,1907,1906,-1.0,0,0,0,2342.0,15.0,21.0,0.0,0,0,1
7,LAX,1100,1214,74.0,1907,2013,66.0,1,0,0,2342.0,16.0,30.0,0.0,0,0,1
5,LAX,827,823,13.0,1345,1334,-11.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
6,LAX,827,825,11.0,1345,1339,,0,0,0,1235.0,13.0,0.0,0.0,0,0,1
7,LAX,827,828,1.0,1345,1328,-17.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
1,LAX,827,826,-1.0,1345,1324,-21.0,0,1,0,1235.0,4.0,0.0,0.0,0,0,1
2,LAX,827,903,36.0,1345,1406,21.0,1,0,0,1235.0,9.0,0.0,0.0,0,13,1
3,LAX,827,843,16.0,1345,1348,3.0,0,0,0,1235.0,7.0,0.0,0.0,0,0,1
4,LAX,827,823,-4.0,1345,1331,,0,0,0,1235.0,6.0,0.0,0.0,0,0,1
5,LAX,827,826,10.0,1345,1337,-8.0,0,0,0,1235.0,5.0,0.0,0.0,0,0,1
6,LAX,827,822,17.0,1345,1327,-18.0,0,0,0,1235.0,13.0,0.0,0.0,0,0,1
7,LAX,827,824,-3.0,1345,1330,-15.0,0,0,0,,0.0,0.0,0.0,0,0,1
1,LAX,827,826,-1.0,1345,1326,-19.0,0,1,0,1235.0,0.0,0.0,,0,0,1
2,LAX,827,828,1.0,1345,1340,-5.0,0,0,0,1235.0,4.0,0.0,0.0,0,0,1
3,LAX,827,823,-4.0,1345,1334,,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
4,LAX,827,826,-1.0,1345,1340,,0,0,0,1235.0,3.0,0.0,0.0,0,0,1
5,,827,824,14.0,1345,1455,70.0,1,0,0,1235.0,11.0,0.0,,0,0,1
6,LAX,827,823,25.0,1345,1331,-14.0,0,0,0,1235.0,13.0,0.0,0.0,0,0,1
7,LAX,827,818,-9.0,1345,1326,-19.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
1,LAX,827,844,17.0,1345,1346,1.0,0,1,0,1235.0,4.0,0.0,0.0,0,0,1
2,LAX,827,829,2.0,1345,1347,2.0,0,0,0,1235.0,2.0,0.0,0.0,0,0,1
3,LAX,827,845,18.0,1345,1410,25.0,1,0,0,,5.0,0.0,7.0,0,0,1
4,LAX,827,824,-3.0,1345,1351,6.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
5,LAX,827,835,22.0,1345,1356,11.0,0,0,0,,9.0,0.0,0.0,0,0,1
6,LAX,827,824,11.0,1345,1346,1.0,0,0,0,1235.0,1.0,0.0,0.0,0,0,1
7,LAX,827,858,31.0,1345,1403,18.0,1,0,0,1235.0,10.0,0.0,0.0,0,0,1
1,LAX,827,825,-2.0,1345,1356,11.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
2,LAX,827,828,1.0,1345,1351,6.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
3,LAX,827,844,17.0,1345,1359,14.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
4,LAX,827,824,,1345,1337,-8.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
5,LAX,827,831,29.0,1345,1345,0.0,0,0,0,1235.0,11.0,0.0,0.0,0,0,1
6,LAX,827,839,27.0,1345,1354,9.0,0,0,0,1235.0,8.0,,0.0,0,0,1
7,LAX,827,824,-3.0,1345,1341,-4.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
5,DFW,1635,1715,65.0,1752,1823,31.0,1,0,0,1235.0,32.0,0.0,0.0,0,0,1
6,DFW,1645,1852,149.0,1803,2017,134.0,1,0,0,1235.0,51.0,0.0,7.0,0,123,1
7,DFW,1645,1642,-3.0,1803,1751,-12.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
1,DFW,1645,1700,15.0,1803,1810,7.0,0,0,0,1235.0,2.0,,0.0,0,0,1
2,DFW,1645,1641,-4.0,1800,1806,6.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
3,DFW,1645,1647,2.0,1800,1817,17.0,1,0,0,1235.0,2.0,0.0,15.0,0,0,1
4,DFW,1645,1840,115.0,1800,1959,119.0,1,0,0,1235.0,39.0,0.0,4.0,0,0,1
5,DFW,1645,1640,20.0,1800,1752,-8.0,0,0,0,1235.0,7.0,0.0,0.0,0,0,1
6,,1645,1934,179.0,1800,2109,189.0,1,0,0,1235.0,67.0,0.0,20.0,0,111,1
7,DFW,1645,1644,-1.0,1800,1810,10.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
1,DFW,1645,1650,5.0,1800,1814,,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
2,DFW,1645,1644,,1800,1814,14.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
3,DFW,1645,1643,-2.0,1800,1801,1.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
4,DFW,1645,1643,-2.0,1800,1759,-1.0,0,0,0,1235.0,6.0,0.0,0.0,0,0,1
5,DFW,1645,1846,134.0,1800,2033,153.0,1,0,0,,52.0,19.0,32.0,0,102,1
6,DFW,1645,1655,22.0,1800,1758,-2.0,0,0,0,1235.0,11.0,,0.0,0,0,1
7,DFW,1645,1703,,1800,1810,10.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
1,,1645,1644,,1800,1809,9.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
2,,1645,1717,32.0,1800,1824,24.0,1,0,0,1235.0,9.0,,0.0,0,0,1
3,,1645,1641,-4.0,1800,1812,12.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
4,DFW,1645,1729,44.0,1800,1910,70.0,1,0,0,1235.0,14.0,0.0,26.0,0,0,1
5,DFW,1645,1847,149.0,1800,2025,,1,0,0,1235.0,52.0,0.0,,0,0,1
6,DFW,1645,1733,73.0,1800,1842,42.0,1,0,0,1235.0,20.0,0.0,0.0,0,0,1
7,DFW,1645,1657,12.0,1800,1754,-6.0,0,0,0,1235.0,0.0,0.0,0.0,0,0,1
1,DFW,1645,1641,-4.0,1800,1755,-5.0,0,0,0,1235.0,0.0,,0.0,0,0,1
2,DFW,1645,1717,32.0,1800,1838,38.0,1,0,0,1235.0,14.0,0.0,6.0,0,0,1
3,DFW,1645,1830,105.0,1800,1941,101.0,1,0,0,1235.0,31.0,0.0,0.0,0,0,1
4,DFW,1645,1659,14.0,1800,1820,20.0,1,0,0,1235.0,6.0,,6.0,0,0,1
5,DFW,1645,1948,205.0,1800,2053,,1,0,0,1235.0,70.0,0.0,0.0,0,0,1
6,DFW,1645,1727,64.0,1800,1833,33.0,1,0,0,1235.0,25.0,0.0,0.0,0,0,1
